title,original_title,year,genre,duration,country,language,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics
"Young Guns - Giovani pistole","Young Guns",1988,2,107,1,1,6.9,53474,13000000,45661556,45661556,50,136,45
"L'erba del vicino","The 'Burbs",1989,3,102,1,1,6.9,66581,18000000,36601993,49101993,45,319,114
"The Abyss","The Abyss",1989,3,171,1,1,7.6,159766,70000000,54461047,90000098,62,433,106
"Le avventure del Barone di Munchausen","The Adventures of Baron Munchausen",1988,3,126,2,1,7.2,49906,46630000,8083123,8083123,69,175,89
"Charlie - Anche i cani vanno in Paradiso","All Dogs Go to Heaven",1989,3,84,3,1,6.8,35429,13800000,27100027,27100027,50,101,19
"Always - Per sempre","Always",1989,3,122,1,1,6.4,27445,31000000,43858790,74134790,50,124,45
"Ritorno al futuro - Parte II","Back to the Future Part II",1989,3,108,1,1,7.8,467662,40000000,119000002,335973020,57,421,149
"Batman","Batman",1989,2,126,2,3,7.5,332356,35000000,251348343,411556825,69,934,229
"I migliori","Best of the Best",1989,3,97,1,1,6.5,11884,5000000,1700000,1700000,26,82,32
"Il grande regista","The Big Picture",1989,3,100,1,1,6.2,4631,5000000,117463,117463,64,46,31
"Bill & Ted's Excellent Adventure","Bill & Ted's Excellent Adventure",1989,3,90,1,5,7,111475,10000000,40485039,40507436,50,237,109
"Black Rain - Pioggia sporca","Black Rain",1989,3,125,1,2,6.7,48545,30000000,46212055,134212055,56,137,75
"Scandalo Blaze","Blaze",1989,2,120,1,1,6,3513,22000000,19131246,19131246,67,21,17
"Nato il quattro luglio","Born on the Fourth of July",1989,3,145,1,2,7.2,96505,14000000,70001698,161001698,75,205,77
"Vittime di guerra","Casualties of War",1989,3,113,1,2,7.1,40250,22500000,18671317,18671317,75,136,83
"Uno strano caso","Chances Are",1989,3,108,1,1,6.5,10417,16000000,16278590,16278590,62,62,23
"Crimini e misfatti","Crimes and Misdemeanors",1989,2,104,1,2,7.9,53574,19000000,18254702,18254702,77,185,104
"Cyborg","Cyborg",1989,3,86,1,1,5.1,28526,500000,10166459,10166459,24,162,83
"Ore 10: calma piatta","Dead Calm",1989,2,96,1,1,6.8,35902,10400000,7825009,7825009,70,158,74
"L'attimo fuggente","Dead Poets Society",1989,2,128,1,2,8.1,411182,16400000,95860116,235860116,79,634,106
"Creatura degli abissi","DeepStar Six",1989,3,105,1,1,5.4,10162,8000000,8143225,8143225,34,85,42
"Fa' la cosa giusta","Do the Right Thing",1989,2,120,1,4,7.9,86180,6500000,27545445,37346892,93,496,105
"4 pazzi in libertà","The Dream Team",1989,3,113,1,1,6.5,12539,15000000,28890240,28890240,54,52,22
"A spasso con Daisy","Driving Miss Daisy",1989,1,99,1,2,7.3,97002,7500000,106593296,145793296,81,176,67
"Drugstore Cowboy","Drugstore Cowboy",1989,2,101,1,1,7.3,31790,2500000,4729352,4729352,82,104,39
"Un'arida stagione bianca","A Dry White Season",1989,2,106,1,3,7,4943,9000000,3766879,3766879,68,39,23
"Le ragazze della Terra sono facili","Earth Girls Are Easy",1988,3,100,3,1,5.4,19858,10000000,3916303,3916303,66,94,34
"I favolosi Baker","The Fabulous Baker Boys",1989,3,114,1,1,6.8,21402,13000000,18428904,18428904,85,84,34
"Fletch - Cronista d'assalto","Fletch Lives",1989,3,95,1,1,6.1,19281,8000000,35150960,39450960,40,50,32
"Venerdì 13: parte VIII - Incubo a Manhattan","Friday the 13th Part VIII: Jason Takes Manhattan",1989,3,100,2,1,4.6,32552,5000000,14343976,14343976,14,336,165
"Ghostbusters II (Acchiappafantasmi II)","Ghostbusters II",1989,3,108,1,1,6.6,179242,37000000,112494738,215394738,56,236,126
"California Skate","Gleaming the Cube",1989,3,100,1,1,6.3,6977,10000000,2777280,2777280,40,30,16
"Glory - Uomini di gloria","Glory",1989,3,122,1,1,7.8,118841,18000000,26979166,26979166,78,445,72
"Halloween 5 - La vendetta di Michael Myers","Halloween 5: The Revenge of Michael Myers",1989,2,96,1,1,5.2,33586,5000000,11642254,11642254,28,324,166
"Harlem Nights","Harlem Nights",1989,3,116,1,1,6.1,19829,30000000,60864870,60864870,16,75,26
"Schegge di follia","Heathers",1989,2,103,1,1,7.2,86055,3000000,1108462,1163969,72,320,132
"Enrico V","Henry V",1989,3,137,1,2,7.5,27773,9000000,10161099,10161099,83,119,46
"Tesoro, mi si sono ristretti i ragazzi","Honey, I Shrunk the Kids",1989,3,93,2,1,6.4,139632,18000000,130724172,222724172,63,95,42
"Indiana Jones e l'ultima crociata","Indiana Jones and the Last Crusade",1989,2,127,1,4,8.2,676976,48000000,197171806,474310887,65,581,170
"Un poliziotto a 4 zampe","K-9",1989,3,101,1,1,6,30989,17000000,43247647,78247647,44,49,13
"Kickboxer - Il nuovo guerriero","Kickboxer",1989,3,97,1,1,6.5,48938,1500000,14697005,14697005,33,134,55
"Kill Me Again - Uccidimi due volte","Kill Me Again",1989,3,94,1,1,6.3,4387,4000000,283694,283694,61,28,18
"Conta su di me","Lean on Me",1989,1,108,1,3,7.4,17758,10000000,31906454,31906454,58,85,17
"Felice e vincente","Let It Ride",1989,2,90,1,1,6.8,5031,18000000,4973285,4973285,33,86,11
"Arma letale 2","Lethal Weapon 2",1989,3,114,1,2,7.2,158884,28000000,147253986,227853986,70,195,96
"Leviathan","Leviathan",1989,3,98,2,1,5.8,18231,25000000,15704614,15704614,51,140,109
"007 - Vendetta privata","Licence to Kill",1989,3,133,3,2,6.6,92408,32000000,34667015,156167015,58,363,102
"La sirenetta","The Little Mermaid",1989,3,83,1,2,7.6,231653,40000000,111543479,274191153,88,281,149
"Sorvegliato speciale","Lock Up",1989,3,109,1,1,6.4,37474,24000000,22099847,22099847,52,84,62
"Senti chi parla","Look Who's Talking",1989,1,93,1,1,5.9,76037,7500000,140088813,296999813,51,63,27
"Major League - La squadra più scassata della lega","Major League",1989,2,107,1,3,7.2,60804,11000000,49797148,49797148,62,121,67
"Mystery Train - Martedì notte a Memphis","Mystery Train",1989,3,110,2,3,7.6,24961,2800000,1541218,1544973,80,63,61
"Un Natale esplosivo","National Lampoon's Christmas Vacation",1989,1,97,1,1,7.6,148350,27000000,72705146,72705146,49,335,98
"Vendetta trasversale","Next of Kin",1989,3,108,1,1,5.9,9269,12000000,15942628,15942628,53,57,28
"Nightmare 5 - Il mito","A Nightmare on Elm Street: The Dream Child",1989,2,89,1,1,5.2,39826,6000000,22168359,22168359,54,264,108
"No Holds Barred","No Holds Barred",1989,2,93,1,1,4.4,5802,8000000,16093651,16093651,31,67,41
"Uccidete la colomba bianca","The Package",1989,3,108,1,1,6.4,8453,18000000,10647219,10647219,55,55,23
"Parenti, amici e tanti guai","Parenthood",1989,2,124,1,2,7,43837,20000000,100047830,126297830,82,140,50
"Pranzo misterioso","Parents",1989,3,81,2,1,6.2,6342,3000000,870532,870532,66,87,61
"Cimitero vivente","Pet Sematary",1989,3,103,1,1,6.6,92050,11500000,57469467,57469467,38,351,118
"Scuola di polizia 6: La città è assediata","Police Academy 6: City Under Siege",1989,2,84,1,1,4.5,27674,12000000,11567217,11567217,16,69,28
"Il ritorno del mostro della palude","The Return of Swamp Thing",1989,3,88,1,1,4.7,4174,4000000,192816,192816,39,46,89
"Il duro del Road House","Road House",1989,2,114,1,2,6.6,61353,17000000,30050028,30050028,36,288,81
"Seduzione pericolosa","Sea of Love",1989,3,113,2,1,6.8,37103,19000000,58571513,110879513,66,132,49
"Non guardarmi: non ti sento","See No Evil, Hear No Evil",1989,2,103,1,1,6.9,47509,18000000,46908987,46908987,44,83,37
"Le ragazze vogliono solo divertirsi","Shag",1989,3,98,2,1,6.4,3726,5000000,6957975,6957975,56,52,18
"Sotto shock","Shocker",1989,3,109,1,1,5.5,14570,5000000,16554699,16554699,51,91,104
"Star Trek V - L'ultima frontiera","Star Trek V: The Final Frontier",1989,3,107,1,2,5.5,55036,27800000,52210049,52210049,43,329,80
"Fiori d'acciaio","Steel Magnolias",1989,3,117,1,1,7.3,46226,15000000,84614512,96759512,56,157,34
"Tango & Cash","Tango & Cash",1989,3,104,1,1,6.4,94231,55000000,63408614,63408614,41,170,68
"In fuga per tre","Three Fugitives",1989,2,96,1,1,6.2,10498,15000000,40586886,40586886,40,46,22
"In campeggio a Beverly Hills","Troop Beverly Hills",1989,2,105,1,1,5.8,9275,18000000,8508843,8508843,32,41,12
"Turner e il «casinaro»","Turner & Hooch",1989,3,97,1,1,6.2,62969,13000000,71079915,71079915,36,79,30
"UHF - I vidioti","UHF",1989,1,97,1,1,7,25478,5000000,6157157,6157157,32,217,66
"Io e zio Buck","Uncle Buck",1989,1,100,1,1,7,82656,15000000,66758538,79258538,51,175,54
"Valmont","Valmont",1989,2,137,2,1,7,12300,33000000,1132112,1132112,55,69,22
"Stress da vampiro","Vampire's Kiss",1988,2,103,1,2,6,13915,2000000,725131,725131,31,127,58
"La guerra dei Roses","The War of the Roses",1989,2,116,1,1,6.8,47221,26000000,86888546,160188546,79,108,48
"Non siamo angeli","We're No Angels",1989,2,106,1,3,6.2,21281,20000000,10555348,10555348,48,52,25
"Harry, ti presento Sally...","When Harry Met Sally...",1989,3,95,1,1,7.6,190677,16000000,93075866,93083444,76,331,129
"Il piccolo grande mago dei videogames","The Wizard",1989,3,96,1,2,6.1,13772,6000000,14278900,14278900,23,112,40
"Sesso, bugie e videotape","Sex, Lies, and Videotape",1989,1,100,1,1,7.2,48890,1200000,24741667,24741667,86,119,72
"Le avventure di Ford Fairlane","The Adventures of Ford Fairlane",1990,3,104,1,1,6.5,16914,20000000,21413502,21413502,24,120,56
"Air America","Air America",1990,3,113,1,2,5.8,26579,35000000,31053601,33461269,33,52,29
"Alice","Alice",1990,2,106,1,2,6.6,13112,12000000,7331647,7331647,67,67,60
"Ancora 48 ore","Another 48 Hrs.",1990,3,93,1,2,5.9,37624,38000000,80818974,153518974,23,81,33
"Aracnofobia","Arachnophobia",1990,3,109,1,2,6.4,61907,22000000,53208180,53208180,67,161,81
"Risvegli","Awakenings",1990,2,121,1,1,7.8,120743,31000000,52096475,52096475,74,218,43
"Ritorno al futuro - Parte III","Back to the Future Part III",1990,3,118,1,1,7.4,393950,40000000,88277583,246145853,55,341,130
"Due nel mirino","Bird on a Wire",1990,2,110,1,1,6,39246,20000000,70978012,138697012,36,68,35
"Il falò delle vanità","The Bonfire of the Vanities",1990,3,125,1,1,5.6,21322,47000000,15691192,15691192,27,139,44
"La bambola assassina 2","Child's Play 2",1990,2,84,1,1,5.9,43946,13000000,28501605,35763605,37,214,78
"Classe 1999","Class of 1999",1990,3,99,1,1,5.9,6566,5200000,2459895,2459895,33,62,81
"Cry Baby","Cry-Baby",1990,2,85,1,1,6.5,53825,11000000,8266343,8266343,63,168,50
"Balla coi lupi","Dances with Wolves",1990,3,181,2,3,8,235155,22000000,184208848,424208848,72,474,111
"Darkman","Darkman",1990,3,96,1,1,6.4,57296,16000000,33878502,48878502,65,167,158
"Giorni di tuono","Days of Thunder",1990,3,107,1,2,6,77514,60000000,82670733,157920733,60,134,84
"Colpi proibiti","Death Warrant",1990,3,89,1,1,5.7,16843,4000000,16853487,16853487,34,78,39
"Dick Tracy","Dick Tracy",1990,3,105,1,1,6.1,56659,47000000,103738726,162738726,68,194,101
"58 minuti per morire - Die Harder","Die Hard 2",1990,2,124,1,2,7.2,329774,70000000,117540947,240247433,67,365,163
"Edward mani di forbice","Edward Scissorhands",1990,3,105,1,1,7.9,437293,20000000,56362352,86024005,74,664,102
"Pentagram","The First Power",1990,3,98,1,1,5.7,3541,10000000,22424195,22424195,35,40,33
"Linea mortale","Flatliners",1990,3,115,1,1,6.6,78722,26000000,61489265,61489265,55,177,55
"Il boss e la matricola","The Freshman",1990,2,102,1,4,6.4,18407,12000000,21460601,21460601,78,62,37
"Ghost - Fantasma","Ghost",1990,3,127,1,1,7,192449,22000000,217631306,505870681,52,305,97
"Il padrino - Parte III","The Godfather: Part III",1990,2,162,1,4,7.6,350452,54000000,66666062,136766062,60,660,114
"Quei bravi ragazzi","Goodfellas",1990,3,146,1,2,8.7,991505,25000000,46836214,46879633,90,1324,146
"La creatura del cimitero","Graveyard Shift",1990,1,89,2,1,5,9605,10500000,11582891,11582891,28,96,46
"Green Card - Matrimonio di convenienza","Green Card",1990,3,107,3,3,6.2,22121,12500000,29888235,29888235,58,44,34
"Duro da uccidere","Hard to Kill",1990,3,96,1,1,5.8,26895,10000000,47410827,47410827,41,102,51
"Henry - Pioggia di sangue","Henry: Portrait of a Serial Killer",1986,3,83,1,1,7,31167,111000,609939,609939,80,230,167
"Mamma, ho perso l'aereo","Home Alone",1990,2,103,1,1,7.6,451566,18000000,285761243,477063114,63,422,135
"The Hot Spot - Il posto caldo","The Hot Spot",1990,3,130,1,1,6.4,10266,13000000,1293976,1293976,56,80,56
"House party, Festa in casa","House Party",1990,3,100,1,1,6.4,12835,2500000,26385627,26385627,76,33,19
"Caccia a Ottobre Rosso","The Hunt for Red October",1990,3,135,1,2,7.6,175033,30000000,122012643,200512643,58,295,113
"Allucinazione perversa","Jacob's Ladder",1990,3,113,1,1,7.5,96738,25000000,26118851,26118851,62,405,134
"Joe contro il vulcano","Joe Versus the Volcano",1990,2,102,1,1,5.8,33953,25000000,39404261,39404261,45,227,47
"Un poliziotto alle elementari","Kindergarten Cop",1990,3,111,1,3,6.1,133443,15000000,91457688,201957688,61,136,56
"King of New York","King of New York",1990,2,103,1,1,7,31038,5300000,2554476,2554476,66,152,72
"Non aprite quella porta - Parte 3","Leatherface: Texas Chainsaw Massacre III",1990,2,85,1,1,5.1,13740,2000000,5765562,5765562,30,146,87
"Lionheart - Scommessa vincente","Lionheart",1990,3,108,1,2,6.2,32174,6000000,24078196,24271196,41,96,48
"Programmato per uccidere","Marked for Death",1990,3,93,1,1,6,19326,12000000,46044396,57968936,49,108,48
"Sirene","Mermaids",1990,3,110,1,1,6.7,28055,20000000,35419397,35419397,56,72,32
"Metropolitan","Metropolitan",1990,3,98,2,1,7.4,9291,230000,2960492,2960492,77,61,78
"Crocevia della morte","Miller's Crossing",1990,3,115,1,4,7.7,123760,14000000,5080409,5080409,66,346,152
"Misery non deve morire","Misery",1990,2,107,1,1,7.8,179295,20000000,61276872,61276872,75,393,168
"Mo' Better Blues","Mo' Better Blues",1990,3,129,1,1,6.6,10900,10000000,16153593,16153593,61,37,31
"La notte dei morti viventi","Night of the Living Dead",1990,1,92,1,1,6.9,38090,4200000,5835247,5835247,54,227,116
"Cabal","Nightbreed",1990,3,102,1,1,6.6,19169,11000000,8862354,8862354,40,141,138
"Uno sconosciuto alla porta","Pacific Heights",1990,1,102,1,1,6.4,17539,18000000,29381956,44926706,55,109,33
"Cartoline dall'inferno","Postcards from the Edge",1990,2,101,1,2,6.7,15091,22000000,39071603,39071603,71,57,50
"Predator 2","Predator 2",1990,3,108,1,1,6.3,143605,35000000,30669413,57120318,46,380,160
"Presunto innocente","Presumed Innocent",1990,2,127,1,1,6.9,36750,22000000,86303188,221303188,72,100,38
"Pretty Woman","Pretty Woman",1990,2,119,1,1,7,281688,14000000,178406268,463407097,51,334,82
"Piccola peste","Problem Child",1990,2,81,1,1,5.5,27909,10000000,53470891,72270891,27,110,15
"Scappiamo col malloppo","Quick Change",1990,2,89,1,1,6.8,18810,15000000,15260154,15260154,56,96,50
"Bianca e Bernie nella terra dei canguri","The Rescuers Down Under",1990,3,77,1,1,6.9,37382,30000000,27931461,27931461,70,91,37
"RoboCop 2","RoboCop 2",1990,3,117,1,1,5.8,79909,25000000,45681173,45681173,42,253,110
"Rocky V","Rocky V",1990,2,104,1,2,5.3,124333,42000000,40946358,119946358,55,304,79
"La recluta","The Rookie",1990,3,120,1,1,5.9,24941,10000000,21633874,21633874,41,88,37
"Stato di grazia","State of Grace",1990,3,134,2,1,7.2,20412,18000000,1911542,1911542,60,115,50
"I delitti del gatto nero","Tales from the Darkside: The Movie",1990,3,93,1,1,6.3,14888,3500000,16324573,16324573,54,76,71
"Tartarughe Ninja alla riscossa","Teenage Mutant Ninja Turtles",1990,3,93,2,2,6.8,83820,13500000,135265915,201965915,51,221,130
"Atto di forza","Total Recall",1990,3,113,2,1,7.5,295762,65000000,119412921,261317921,57,468,233
"Tremors","Tremors",1990,2,96,1,1,7.1,117345,11000000,16667084,16667084,65,309,166
"Due occhi diabolici","Due occhi diabolici",1990,1,120,2,1,6.1,6027,9000000,349618,349618,61,59,98
"Il grande inganno","The Two Jakes",1990,3,137,1,1,6.2,10842,19000000,10005969,10005969,56,62,35
"Cuore selvaggio","Wild at Heart",1990,3,125,1,2,7.2,81156,9500000,14560247,14560247,52,234,126
"Young Guns II - La leggenda di Billy the Kid","Young Guns II",1990,2,104,1,1,6.5,30458,20000000,44143410,44143410,47,85,28
"La famiglia Addams","The Addams Family",1991,2,99,1,3,6.9,127364,30000000,113502426,191502426,57,157,75
"Fuoco assassino","Backdraft",1991,3,137,1,1,6.7,70047,40000000,77868585,152368585,38,161,74
"Barton Fink - È successo a Hollywood","Barton Fink",1991,3,116,2,1,7.7,110912,9000000,6153939,6153939,69,265,144
"La bella e la bestia","Beauty and the Beast",1991,3,84,1,2,8,410499,25000000,218967620,440118382,95,437,212
"Un mitico viaggio","Bill & Ted's Bogus Journey",1991,3,93,2,3,6.3,64273,20000000,38037513,38037513,60,142,65
"Fino alla fine del mondo","Bis ans Ende der Welt",1991,3,158,3,5,6.8,8874,23000000,829625,829625,63,88,46
"Boyz n the Hood - Strade violente","Boyz n the Hood",1991,2,112,1,1,7.8,121709,6500000,57504069,57529070,76,236,88
"Bugsy","Bugsy",1991,3,136,1,1,6.8,25628,30000000,49114016,49114016,80,77,57
"Cape Fear - Il promontorio della paura","Cape Fear",1991,2,128,1,1,7.3,168724,35000000,79091969,182291969,73,329,132
"Scappo dalla città - La vita, l'amore e le vacche","City Slickers",1991,2,113,1,1,6.8,47309,27000000,124033791,179033791,70,96,54
"The Commitments","The Commitments",1991,3,118,3,2,7.6,31720,12000000,14919570,14919570,73,117,56
"L'altro delitto","Dead Again",1991,3,107,1,1,6.9,25462,15000000,38016380,38016380,66,125,69
"The Doors","The Doors",1991,3,140,2,1,7.2,82363,38000000,34416893,34416893,62,243,87
"Double Impact - La vendetta finale","Double Impact",1991,2,110,1,1,5.6,37262,15000000,30102717,30102717,40,95,69
"Va' all'inferno Fred","Drop Dead Fred",1991,3,103,2,1,6,26469,6788000,13878334,13878334,25,185,20
"F/X 2 - Replay di un omicidio","F/X2",1991,2,108,1,1,5.9,8634,16400000,21082165,21082165,48,27,28
"La leggenda del re pescatore","The Fisher King",1991,3,137,1,1,7.5,77764,24000000,41895491,41895491,61,199,96
"Paura d'amare","Frankie and Johnny",1991,3,118,1,1,6.8,28372,29000000,22773535,22773535,66,86,29
"Nightmare 6 - La fine","Freddy's Dead: The Final Nightmare",1991,2,89,1,1,4.9,40496,11000000,34872033,34872033,39,287,93
"Pomodori verdi fritti alla fermata del treno","Fried Green Tomatoes",1991,1,130,1,1,7.7,65481,11000000,82418501,119418501,64,200,52
"Highlander II - Il ritorno","Highlander II: The Quickening",1991,3,91,3,1,4.3,42899,30000000,15556340,15556340,31,279,72
"Hook - Capitan Uncino","Hook",1991,3,142,1,1,6.8,229358,70000000,119654823,300854823,52,415,94
"Hot Shots!","Hot Shots!",1991,2,84,1,1,6.8,97436,26000000,69467617,181096164,61,108,48
"Hudson Hawk - Il mago del furto","Hudson Hawk",1991,3,100,1,2,5.8,51348,65000000,17218080,17218080,17,277,77
"JFK - Un caso ancora aperto","JFK",1991,3,189,2,2,8,138655,40000000,70405498,205405498,72,489,129
"Jungle Fever","Jungle Fever",1991,2,132,1,1,6.5,16709,14000000,32482682,43882682,78,60,44
"Delitti e segreti","Kafka",1991,3,98,2,1,6.9,9368,11000000,1059071,1059071,46,54,36
"Un bacio prima di morire","A Kiss Before Dying",1991,3,94,2,1,5.7,4720,15000000,15429177,15429177,40,47,15
"L'ultimo boy scout - Missione: sopravvivere","The Last Boy Scout",1991,3,105,1,1,7,91229,29000000,59509925,59509925,52,173,69
"Che vita da cani!","Life Stinks",1991,1,92,1,2,6,9330,13000000,4102526,4102526,54,55,19
"Lo spacciatore","Light Sleeper",1992,2,103,1,1,6.9,5710,5000000,1050861,1055987,70,46,23
"Il mio piccolo genio","Little Man Tate",1991,1,99,1,2,6.6,13616,10000000,25010896,25010896,71,42,28
"Papà, ho trovato un amico","My Girl",1991,3,102,1,1,6.9,70563,17000000,59489799,59489799,56,139,40
"Belli e dannati","My Own Private Idaho",1991,1,104,1,3,7.1,49234,2500000,6401336,6401336,77,173,69
"Una pallottola spuntata 2½ - L'odore della paura","The Naked Gun 2½: The Smell of Fear",1991,2,85,1,2,6.9,103270,23000000,86930411,86930411,65,103,54
"Il pasto nudo","Naked Lunch",1991,1,115,3,2,7.1,46069,16000000,2641357,2641357,67,159,123
"Campioni di guai","Necessary Roughness",1991,2,108,1,1,6.2,10103,13500000,26255594,26255594,45,41,14
"New Jack City","New Jack City",1991,3,97,1,1,6.7,30780,8000000,47624353,47624353,61,89,37
